"PUMFID","WGHT_EPI","DDAY","STARTIME","ENDTIME","STARTMIN","ENDMIN","DURATION","LOCATION","origin","destination","dest","orig","YEAR","MODE"
26025,550.3451,3,1610,1620,970,980,10,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
26171,2427.6456,3,1400,1430,840,870,30,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
26341,1197.2233,6,800,810,480,490,10,318,300,301,"work or school","home",2015,"cycling"
26341,1197.2233,6,1515,1525,915,925,10,318,301,300,"home","work or school",2015,"cycling"
26380,1865.2138,4,630,640,390,400,10,318,300,301,"work or school","home",2015,"cycling"
26380,1865.2138,4,1545,1555,945,955,10,318,301,306,"Grocery store, other stores or mall","work or school",2015,"cycling"
26380,1865.2138,4,1610,1620,970,980,10,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
26410,1130.8408,5,1530,1550,930,950,20,318,300,301,"work or school","home",2015,"cycling"
26410,1130.8408,5,2130,2200,1290,1320,30,318,301,300,"home","work or school",2015,"cycling"
26500,5078.2814,3,715,750,435,470,35,318,300,301,"work or school","home",2015,"cycling"
26500,5078.2814,3,1700,1730,1020,1050,30,318,301,300,"home","work or school",2015,"cycling"
26544,684.981,2,745,800,465,480,15,318,300,301,"work or school","home",2015,"cycling"
26544,684.981,2,1815,1830,1095,1110,15,318,301,300,"home","work or school",2015,"cycling"
26706,6164.351,6,1000,1120,600,680,80,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
26706,6164.351,6,1220,1340,740,820,80,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
26795,1991.7069,6,800,830,480,510,30,318,300,301,"work or school","home",2015,"cycling"
26795,1991.7069,6,1630,1700,990,1020,30,318,301,300,"home","work or school",2015,"cycling"
26925,1046.4411,2,645,745,405,465,60,318,300,301,"work or school","home",2015,"cycling"
26925,1046.4411,2,1830,1930,1110,1170,60,318,301,300,"home","work or school",2015,"cycling"
27019,1724.9886,2,850,935,530,575,45,318,300,300,"home","home",2015,"cycling"
27019,1724.9886,2,1300,1340,780,820,40,318,309,300,"home","Restaurant, bar or club",2015,"cycling"
27128,117.9442,7,730,800,450,480,30,318,305,300,"home","outdoors",2015,"cycling"
27299,466.3474,5,1915,1930,1155,1170,15,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
27311,8032.2746,4,740,810,460,490,30,318,300,301,"work or school","home",2015,"cycling"
27311,8032.2746,4,1630,1700,990,1020,30,318,301,300,"home","work or school",2015,"cycling"
3,1088.8421,2,1055,1115,655,675,20,14,1,6,"Grocery store, other stores or mall","home",2010,"walking"
3,1088.8421,2,1130,1140,690,700,10,14,6,6,"Grocery store, other stores or mall","Grocery store, other stores or mall",2010,"walking"
3,1088.8421,2,1150,1210,710,730,20,14,6,1,"home","Grocery store, other stores or mall",2010,"walking"
3,1088.8421,2,1530,1545,930,945,15,14,1,1,"home","home",2010,"walking"
6,1322.8673,5,550,600,350,360,10,14,1,2,"work or school","home",2010,"walking"
27,4749.9762,3,1230,1235,750,755,5,14,2,2,"work or school","work or school",2010,"walking"
29,2253.0869,6,1800,1801,1080,1081,1,14,1,3,"other's home","home",2010,"walking"
29,2253.0869,6,2315,2316,1395,1396,1,14,3,1,"home","other's home",2010,"walking"
35,2082.066,2,1200,1202,720,722,2,14,4,1,"home","Restaurant/bar",2010,"walking"
35,2082.066,2,1645,1650,1005,1010,5,14,6,1,"home","Grocery store, other stores or mall",2010,"walking"
38,1057.4035,7,840,855,520,535,15,14,1,1,"home","home",2010,"walking"
63,898.3255,2,800,810,480,490,10,14,1,2,"work or school","home",2010,"walking"
63,898.3255,2,1230,1240,750,760,10,14,2,1,"home","work or school",2010,"walking"
70,157.5944,1,1800,1805,1080,1085,5,14,1,3,"other's home","home",2010,"walking"
70,157.5944,1,2005,2010,1205,1210,5,14,3,1,"home","other's home",2010,"walking"
77,534.9742,4,1415,1425,855,865,10,14,3,3,"other's home","other's home",2010,"walking"
81,3316.7668,7,1215,1218,735,738,3,14,7,4,"Restaurant, bar or club","Grocery store, other stores or mall",2010,"walking"
81,3316.7668,7,1400,1403,840,843,3,14,4,7,"Grocery store, other stores or mall","Restaurant/bar",2010,"walking"
96,3749.3277,3,1800,1810,1080,1090,10,14,1,6,"Grocery store, other stores or mall","home",2010,"walking"
96,3749.3277,3,1830,1840,1110,1120,10,14,6,1,"home","Grocery store, other stores or mall",2010,"walking"
102,365.5159,2,1030,1040,630,640,10,14,3,1,"home","other's home",2010,"walking"
108,6601.2884,6,1945,2000,1185,1200,15,14,1,4,"Restaurant, bar or club","home",2010,"walking"
134,2516.2062,2,1200,1210,720,730,10,14,2,1,"home","work or school",2010,"walking"
134,2516.2062,2,1250,1300,770,780,10,14,1,2,"work or school","home",2010,"walking"
139,1861.343,2,720,725,440,445,5,14,1,2,"work or school","home",2010,"walking"
139,1861.343,2,1515,1700,915,1020,105,14,2,1,"home","work or school",2010,"walking"
144,639.4185,2,1023,1033,623,633,10,14,10,7,"Grocery store, other stores or mall","Library",2010,"walking"
150,1592.9947,6,1150,1200,710,720,10,14,8,4,"Restaurant, bar or club","work or school",2010,"walking"
150,1592.9947,6,1230,1240,750,760,10,14,4,8,"work or school","Restaurant/bar",2010,"walking"
154,541.1473,1,1200,1205,720,725,5,14,1,7,"Grocery store, other stores or mall","home",2010,"walking"
154,541.1473,1,1530,1535,930,935,5,14,7,1,"home","Grocery store, other stores or mall",2010,"walking"
158,2117.3009,2,700,710,420,430,10,14,1,2,"work or school","home",2010,"walking"
158,2117.3009,2,1410,1440,850,880,30,14,2,2,"work or school","work or school",2010,"walking"
158,2117.3009,2,1710,1720,1030,1040,10,14,2,1,"home","work or school",2010,"walking"
159,453.4492,7,1800,1805,1080,1085,5,14,1,4,"Restaurant, bar or club","home",2010,"walking"
159,453.4492,7,2100,2105,1260,1265,5,14,4,1,"home","Restaurant/bar",2010,"walking"
164,675.7631,2,1815,1830,1095,1110,15,14,1,9,"outdoors","home",2010,"walking"
164,675.7631,2,1845,1900,1125,1140,15,14,9,1,"home","Outdoors away from home",2010,"walking"
181,250.1261,1,1020,1030,620,630,10,14,1,5,"Place of worship","home",2010,"walking"
181,250.1261,1,1300,1310,780,790,10,14,5,1,"home","Place of worship",2010,"walking"
189,1309.2794,3,830,835,510,515,5,14,1,2,"work or school","home",2010,"walking"
189,1309.2794,3,1700,1705,1020,1025,5,14,2,9,"outdoors","work or school",2010,"walking"
191,1132.8388,6,830,835,510,515,5,14,1,7,"Grocery store, other stores or mall","home",2010,"walking"
191,1132.8388,6,845,850,525,530,5,14,7,1,"home","Grocery store, other stores or mall",2010,"walking"
197,1758.6578,7,2300,2310,1380,1390,10,14,2,1,"home","work or school",2010,"walking"
203,922.249,6,1030,1035,630,635,5,14,6,9,"outdoors","Grocery store, other stores or mall",2010,"walking"
203,922.249,6,1135,1140,695,700,5,14,9,4,"Restaurant, bar or club","Outdoors away from home",2010,"walking"
209,267.094,3,645,655,405,415,10,14,1,4,"Restaurant, bar or club","home",2010,"walking"
209,267.094,3,755,805,475,485,10,14,4,1,"home","Restaurant/bar",2010,"walking"
221,6490.4147,6,1830,1835,1110,1115,5,14,3,4,"Restaurant, bar or club","other's home",2010,"walking"
221,6490.4147,6,1920,1935,1160,1175,15,14,4,3,"other's home","Restaurant/bar",2010,"walking"
221,6490.4147,6,115,120,1515,1520,5,14,3,1,"home","other's home",2010,"walking"
222,1875.6854,2,1200,1210,720,730,10,14,2,7,"Grocery store, other stores or mall","work or school",2010,"walking"
222,1875.6854,2,1215,1225,735,745,10,14,7,2,"work or school","Grocery store, other stores or mall",2010,"walking"
233,1438.2387,4,1130,1135,690,695,5,14,1,1,"home","home",2010,"walking"
234,2705.6844,4,940,1055,580,655,75,14,1,1,"home","home",2010,"walking"
236,2545.6562,6,1830,1835,1110,1115,5,14,1,3,"other's home","home",2010,"walking"
236,2545.6562,6,2300,2305,1380,1385,5,14,3,1,"home","other's home",2010,"walking"
247,448.555,1,1030,1035,630,635,5,14,1,4,"Restaurant, bar or club","home",2010,"walking"
247,448.555,1,1155,1200,715,720,5,14,4,1,"home","Restaurant/bar",2010,"walking"
247,448.555,1,2100,2140,1260,1300,40,14,3,1,"home","other's home",2010,"walking"
252,1927.1722,7,1900,1902,1140,1142,2,14,1,3,"other's home","home",2010,"walking"
252,1927.1722,7,2200,2202,1320,1322,2,14,3,1,"home","other's home",2010,"walking"
258,2427.668,6,1900,1905,1140,1145,5,14,1,3,"other's home","home",2010,"walking"
258,2427.668,6,1935,1940,1175,1180,5,14,3,1,"home","other's home",2010,"walking"
279,720.4841,1,1110,1115,670,675,5,14,7,4,"Restaurant, bar or club","Grocery store, other stores or mall",2010,"walking"
284,426.7998,3,800,825,480,505,25,14,1,2,"work or school","home",2010,"walking"
284,426.7998,3,1300,1305,780,785,5,14,2,7,"Grocery store, other stores or mall","work or school",2010,"walking"
284,426.7998,3,1350,1400,830,840,10,14,7,2,"work or school","Grocery store, other stores or mall",2010,"walking"
297,3516.4091,4,1325,1335,805,815,10,14,1,4,"Restaurant, bar or club","home",2010,"walking"
297,3516.4091,4,1355,1415,835,855,20,14,4,1,"home","Restaurant/bar",2010,"walking"
299,631.7941,6,1100,1105,660,665,5,14,1,5,"Place of worship","home",2010,"walking"
299,631.7941,6,1240,1245,760,765,5,14,5,1,"home","Place of worship",2010,"walking"
308,3339.288,6,915,945,555,585,30,14,1,7,"Grocery store, other stores or mall","home",2010,"walking"
308,3339.288,6,950,1020,590,620,30,14,7,1,"home","Grocery store, other stores or mall",2010,"walking"
329,1018.8961,2,945,955,585,595,10,14,1,8,"work or school","home",2010,"walking"
329,1018.8961,2,1800,1815,1080,1095,15,14,8,1,"home","work or school",2010,"walking"
348,1225.1039,2,1230,1330,750,810,60,14,1,6,"Grocery store, other stores or mall","home",2010,"walking"
348,1225.1039,2,1415,1615,855,975,120,14,6,1,"home","Grocery store, other stores or mall",2010,"walking"
354,5476.4859,4,1135,1155,695,715,20,14,1,2,"work or school","home",2010,"walking"
358,537.4783,2,1505,1515,905,915,10,14,1,6,"Grocery store, other stores or mall","home",2010,"walking"
361,3316.7668,7,300,305,1620,1625,5,14,2,1,"home","work or school",2010,"walking"
371,4559.4691,2,1010,1035,610,635,25,14,1,2,"work or school","home",2010,"walking"
371,4559.4691,2,1715,1720,1035,1040,5,14,2,10,"Library, museum or theatre","work or school",2010,"walking"
383,2610.3357,2,730,740,450,460,10,14,1,1,"home","home",2010,"walking"
389,4340.6218,6,745,825,465,505,40,14,1,8,"work or school","home",2010,"walking"
399,4023.5769,2,1250,1251,770,771,1,14,1,3,"other's home","home",2010,"walking"
399,4023.5769,2,1451,1452,891,892,1,14,3,9,"outdoors","other's home",2010,"walking"
405,357.6806,4,820,821,500,501,1,14,1,2,"work or school","home",2010,"walking"
405,357.6806,4,1300,1301,780,781,1,14,2,1,"home","work or school",2010,"walking"
408,685.2172,7,1702,1717,1022,1037,15,14,9,1,"home","Outdoors away from home",2010,"walking"
409,1156.6771,4,1325,1330,805,810,5,14,6,1,"home","Grocery store, other stores or mall",2010,"walking"
414,2267.2463,1,930,935,570,575,5,14,1,5,"Place of worship","home",2010,"walking"
414,2267.2463,1,1115,1120,675,680,5,14,5,6,"Grocery store, other stores or mall","Place of worship",2010,"walking"
416,1125.9789,1,1600,1605,960,965,5,14,1,3,"other's home","home",2010,"walking"
416,1125.9789,1,1830,1835,1110,1115,5,14,3,1,"home","other's home",2010,"walking"
416,1125.9789,1,1930,1935,1170,1175,5,14,1,3,"other's home","home",2010,"walking"
416,1125.9789,1,2200,2205,1320,1325,5,14,3,1,"home","other's home",2010,"walking"
427,900.2035,2,1500,1505,900,905,5,14,6,10,"Library, museum or theatre","Grocery store, other stores or mall",2010,"walking"
431,2108.1782,4,915,930,555,570,15,14,9,1,"home","Outdoors away from home",2010,"walking"
431,2108.1782,4,1330,1345,810,825,15,14,4,1,"home","Restaurant/bar",2010,"walking"
433,481.4018,1,1000,1010,600,610,10,14,9,7,"Grocery store, other stores or mall","Outdoors away from home",2010,"walking"
433,481.4018,1,1210,1230,730,750,20,14,6,1,"home","Grocery store, other stores or mall",2010,"walking"
435,2465.445,1,1615,1635,975,995,20,14,9,4,"Restaurant, bar or club","Outdoors away from home",2010,"walking"
435,2465.445,1,1730,1750,1050,1070,20,14,4,1,"home","Restaurant/bar",2010,"walking"
459,3169.2448,3,650,700,410,420,10,14,1,1,"home","home",2010,"walking"
459,3169.2448,3,800,810,480,490,10,14,1,1,"home","home",2010,"walking"
459,3169.2448,3,1157,1212,717,732,15,14,1,4,"Restaurant, bar or club","home",2010,"walking"
459,3169.2448,3,1400,1415,840,855,15,14,4,1,"home","Restaurant/bar",2010,"walking"
476,1265.7549,6,1720,1730,1040,1050,10,14,1,7,"Grocery store, other stores or mall","home",2010,"walking"
476,1265.7549,6,1900,1935,1140,1175,35,14,7,1,"home","Grocery store, other stores or mall",2010,"walking"
488,347.0613,5,1045,1120,645,680,35,14,1,3,"other's home","home",2010,"walking"
492,1177.0122,4,800,817,480,497,17,14,9,2,"work or school","Outdoors away from home",2010,"walking"
492,1177.0122,4,1630,1647,990,1007,17,14,2,6,"Grocery store, other stores or mall","work or school",2010,"walking"
492,1177.0122,4,1657,1704,1017,1024,7,14,6,9,"outdoors","Grocery store, other stores or mall",2010,"walking"
500,1276.8952,4,945,1015,585,615,30,14,1,7,"Grocery store, other stores or mall","home",2010,"walking"
500,1276.8952,4,1115,1245,675,765,90,14,7,1,"home","Grocery store, other stores or mall",2010,"walking"
500,1276.8952,4,1330,1350,810,830,20,14,1,9,"outdoors","home",2010,"walking"
500,1276.8952,4,1450,1530,890,930,40,14,9,1,"home","Outdoors away from home",2010,"walking"
505,492.4009,3,815,820,495,500,5,14,1,4,"Restaurant, bar or club","home",2010,"walking"
505,492.4009,3,1330,1335,810,815,5,14,1,9,"outdoors","home",2010,"walking"
505,492.4009,3,1535,1540,935,940,5,14,9,1,"home","Outdoors away from home",2010,"walking"
509,715.5239,5,1215,1445,735,885,150,14,1,2,"work or school","home",2010,"walking"
518,2393.3777,2,1400,1415,840,855,15,14,2,2,"work or school","work or school",2010,"walking"
520,1188.7246,4,1230,1245,750,765,15,14,2,2,"work or school","work or school",2010,"walking"
536,2821.261,1,1115,1120,675,680,5,14,1,3,"other's home","home",2010,"walking"
536,2821.261,1,1730,1735,1050,1055,5,14,3,1,"home","other's home",2010,"walking"
539,1130.5757,6,945,950,585,590,5,14,1,2,"work or school","home",2010,"walking"
539,1130.5757,6,1700,1705,1020,1025,5,14,2,1,"home","work or school",2010,"walking"
541,2645.084,2,1000,1040,600,640,40,14,1,2,"work or school","home",2010,"walking"
562,1222.5475,4,850,900,530,540,10,14,8,8,"work or school","work or school",2010,"walking"
562,1222.5475,4,950,1000,590,600,10,14,8,8,"work or school","work or school",2010,"walking"
562,1222.5475,4,1150,1200,710,720,10,14,8,8,"work or school","work or school",2010,"walking"
562,1222.5475,4,1250,1300,770,780,10,14,8,8,"work or school","work or school",2010,"walking"
562,1222.5475,4,1350,1400,830,840,10,14,8,8,"work or school","work or school",2010,"walking"
562,1222.5475,4,1645,1647,1005,1007,2,14,3,1,"home","other's home",2010,"walking"
562,1222.5475,4,1730,1732,1050,1052,2,14,1,1,"home","home",2010,"walking"
562,1222.5475,4,1930,1932,1170,1172,2,14,1,1,"home","home",2010,"walking"
562,1222.5475,4,2000,2002,1200,1202,2,14,1,3,"other's home","home",2010,"walking"
562,1222.5475,4,2130,2132,1290,1292,2,14,3,1,"home","other's home",2010,"walking"
571,2942.3949,5,800,820,480,500,20,14,1,2,"work or school","home",2010,"walking"
571,2942.3949,5,1215,1245,735,765,30,14,2,2,"work or school","work or school",2010,"walking"
571,2942.3949,5,1630,1650,990,1010,20,14,2,1,"home","work or school",2010,"walking"
577,3365.298,1,1345,1350,825,830,5,14,1,9,"outdoors","home",2010,"walking"
577,3365.298,1,1410,1415,850,855,5,14,9,1,"home","Outdoors away from home",2010,"walking"
591,1845.4698,7,1445,1447,885,887,2,14,4,7,"Grocery store, other stores or mall","Restaurant/bar",2010,"walking"
615,1134.6586,5,1600,1630,960,990,30,14,1,1,"home","home",2010,"walking"
617,1335.7047,7,1300,1310,780,790,10,14,1,7,"Grocery store, other stores or mall","home",2010,"walking"
617,1335.7047,7,1315,1320,795,800,5,14,7,1,"home","Grocery store, other stores or mall",2010,"walking"
624,1601.81,7,1100,1200,660,720,60,14,1,1,"home","home",2010,"walking"
624,1601.81,7,1600,1700,960,1020,60,14,1,1,"home","home",2010,"walking"
625,2187.0712,1,1650,1655,1010,1015,5,14,6,7,"Grocery store, other stores or mall","Grocery store, other stores or mall",2010,"walking"
630,605.7999,3,1655,1703,1015,1023,8,14,1,4,"Restaurant, bar or club","home",2010,"walking"
630,605.7999,3,1900,1908,1140,1148,8,14,4,1,"home","Restaurant/bar",2010,"walking"
631,3061.8408,3,0,15,1440,1455,15,14,1,1,"home","home",2010,"walking"
632,2298.3885,4,1200,1205,720,725,5,14,2,4,"Restaurant, bar or club","work or school",2010,"walking"
632,2298.3885,4,1300,1305,780,785,5,14,4,2,"work or school","Restaurant/bar",2010,"walking"
657,6769.8552,4,1020,1030,620,630,10,14,8,8,"work or school","work or school",2010,"walking"
657,6769.8552,4,1120,1130,680,690,10,14,8,8,"work or school","work or school",2010,"walking"
657,6769.8552,4,1420,1430,860,870,10,14,8,8,"work or school","work or school",2010,"walking"
659,269.2553,1,2100,2110,1260,1270,10,14,1,6,"Grocery store, other stores or mall","home",2010,"walking"
659,269.2553,1,2145,2155,1305,1315,10,14,6,1,"home","Grocery store, other stores or mall",2010,"walking"
671,3263.8145,4,1830,1835,1110,1115,5,14,1,3,"other's home","home",2010,"walking"
671,3263.8145,4,2000,2005,1200,1205,5,14,3,1,"home","other's home",2010,"walking"
